,DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location,latitude,longitude,Zipcode
818,100111611,5/30/10,5/30/10,140,1,Central,142,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1601,26,M,O,503.0,HOTEL,,,IC,Invest Cont,341.0,,,,400 S  FIGUEROA                     ST,,"(34.0535, -118.256)",34.0535,-118.256,90071
819,100111631,5/29/10,5/29/10,1630,1,Central,157,624,BATTERY - SIMPLE ASSAULT,0416 0429,52,F,O,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,6TH                          ST,SAN PEDRO,"(34.0417, -118.2443)",34.0417,-118.2443,90013
820,100111632,5/30/10,5/30/10,1400,1,Central,153,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,29,M,H,203.0,OTHER BUSINESS,,,AA,Adult Arrest,341.0,,,,600 S  BROADWAY,,"(34.0467, -118.252)",34.0467,-118.252,90014
821,100111633,5/30/10,5/30/10,1400,1,Central,153,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,53,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,600 S  BROADWAY,,"(34.0467, -118.252)",34.0467,-118.252,90014
822,100111635,5/31/10,5/30/10,2000,1,Central,182,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,300 W  9TH                          ST,,"(34.043, -118.2571)",34.043,-118.2571,90014
823,100111644,5/31/10,5/31/10,230,1,Central,182,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,44,M,W,210.0,RESTAURANT/FAST FOOD,,,AA,Adult Arrest,740.0,,,,1100 S  OLIVE                        ST,,"(34.0409, -118.2609)",34.0409,-118.2609,90015
824,100111648,5/31/10,5/31/10,120,1,Central,192,623,BATTERY POLICE (SIMPLE),1212,42,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623.0,,,,FLOWER                       ST,OLYMPIC                      BL,"(34.0444, -118.2628)",34.0444,-118.2628,90015
825,100111661,5/31/10,5/31/10,1600,1,Central,143,440,THEFT PLAIN - PETTY ($950 & UNDER),344,0,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,440.0,,,,400 S  BROADWAY,,"(34.0495, -118.2494)",34.0495,-118.2494,90071
826,100111664,6/1/10,3/30/10,800,1,Central,155,946,OTHER MISCELLANEOUS CRIME,1501,9,F,W,726.0,POLICE FACILITY,,,IC,Invest Cont,946.0,,,,200 E  6TH                          ST,,"(34.0446, -118.249)",34.0446,-118.249,90014
827,100111665,6/1/10,3/8/10,600,1,Central,155,946,OTHER MISCELLANEOUS CRIME,1501,9,M,H,726.0,POLICE FACILITY,,,AA,Adult Arrest,946.0,,,,200 E  6TH                          ST,,"(34.0446, -118.249)",34.0446,-118.249,90014
828,100111670,5/14/10,4/27/10,1200,1,Central,145,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",325,48,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,400 S  LOS ANGELES                  ST,,"(34.0473, -118.2462)",34.0473,-118.2462,90013
829,100111699,6/1/10,6/1/10,2135,1,Central,101,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000,0,F,O,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,800    CENTENNIAL                   ST,,"(34.0652, -118.2468)",34.0652,-118.2468,90012
830,100111714,5/28/10,5/28/10,1545,1,Central,121,755,BOMB SCARE,404,0,X,X,726.0,POLICE FACILITY,511.0,VERBAL THREAT,IC,Invest Cont,755.0,,,,200 N  FIGUEROA                     ST,,"(34.0584, -118.2513)",34.0584,-118.2513,90071
831,100111716,6/2/10,3/22/10,1,1,Central,155,946,OTHER MISCELLANEOUS CRIME,,59,M,B,203.0,OTHER BUSINESS,,,AA,Adult Arrest,946.0,,,,200 E  6TH                          ST,,"(34.0446, -118.249)",34.0446,-118.249,90014
832,100111721,6/2/10,6/1/10,2100,1,Central,152,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,500 S  OLIVE                        ST,,"(34.0495, -118.2529)",34.0495,-118.2529,90071
833,100111725,6/2/10,5/27/10,1200,1,Central,143,648,ARSON,1501,0,M,O,404.0,DEPARTMENT STORE,,,IC,Invest Cont,648.0,,,,400 S  BROADWAY,,"(34.0495, -118.2494)",34.0495,-118.2494,90071
834,100111726,6/2/10,5/26/10,1725,1,Central,143,648,ARSON,1501,0,M,O,404.0,DEPARTMENT STORE,,,IC,Invest Cont,648.0,,,,400 S  BROADWAY,,"(34.0495, -118.2494)",34.0495,-118.2494,90071
835,100111748,6/2/10,6/2/10,1455,1,Central,154,946,OTHER MISCELLANEOUS CRIME,0914 1402,0,M,W,102.0,SIDEWALK,,,IC,Invest Cont,946.0,998.0,,,5TH,LOS ANGELES,"(34.0461, -118.2476)",34.0461,-118.2476,90013
836,100111750,6/2/10,6/2/10,1400,1,Central,192,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,1600 S  FIGUEROA                     ST,,"(34.0375, -118.27)",34.0375,-118.27,90015
837,100111754,6/2/10,4/16/10,1300,1,Central,142,649,DOCUMENT FORGERY / STOLEN FELONY,0344 0601,37,F,O,702.0,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,649.0,,,,300 S  FIGUEROA                     ST,,"(34.0551, -118.2545)",34.0551,-118.2545,90071
838,100111768,6/2/10,5/19/10,2025,1,Central,181,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,24,F,W,713.0,CONVENTION CENTER,,,IC,Invest Cont,341.0,,,,1100 S  FIGUEROA                     ST,,"(34.0437, -118.2652)",34.0437,-118.2652,90015
839,100111770,6/3/10,6/2/10,2130,1,Central,166,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 1402 2004,0,M,W,102.0,SIDEWALK,,,AA,Adult Arrest,442.0,998.0,,,6TH,SAN JULIAN,"(34.0423, -118.2452)",34.0423,-118.2452,90013
840,100111771,6/3/10,6/2/10,2000,1,Central,192,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,VENICE,HOPE,"(34.0367, -118.2682)",34.0367,-118.2682,90015
841,100111772,6/2/10,6/2/10,2100,1,Central,155,440,THEFT PLAIN - PETTY ($950 & UNDER),344,0,M,H,101.0,STREET,,,AA,Adult Arrest,440.0,,,,5TH                          ST,MAPLE,"(34.0454, -118.2466)",34.0454,-118.2466,90013
842,100111779,6/2/10,6/2/10,1745,1,Central,162,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,29,F,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,700 W  7TH                          ST,,"(34.048, -118.2577)",34.048,-118.2577,90071
843,100111789,6/3/10,6/3/10,1220,1,Central,119,440,THEFT PLAIN - PETTY ($950 & UNDER),344,58,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,440.0,999.0,,,800 N  ALAMEDA                      ST,,"(34.0563, -118.2374)",34.0563,-118.2374,90012
844,100111802,6/3/10,1/1/10,800,1,Central,111,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1602,36,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341.0,,,,600 N  SPRING                       ST,,"(34.0582, -118.2387)",34.0582,-118.2387,90012
845,100111803,6/3/10,6/1/10,1600,1,Central,161,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0601,35,M,O,702.0,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,341.0,,,,800 S  FIGUEROA                     ST,,"(34.0479, -118.2612)",34.0479,-118.2612,90017
846,100111812,6/3/10,6/3/10,400,1,Central,145,121,"RAPE, FORCIBLE",0344 0408 0507 0549 0527 1019 1020 1218 1402 1817,53,F,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121.0,998.0,,,6TH,MAPLE,"(34.0435, -118.2471)",34.0435,-118.2471,90013
847,100111814,6/3/10,5/20/10,1330,1,Central,156,860,BATTERY WITH SEXUAL CONTACT,0533 0522,44,F,H,719.0,MEDICAL/DENTAL OFFICES,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860.0,,,,500 S  SAN PEDRO                    ST,,"(34.0442, -118.2439)",34.0442,-118.2439,90013
848,100111822,6/3/10,6/3/10,1550,1,Central,157,624,BATTERY - SIMPLE ASSAULT,0416 0429 1206,47,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,500 E  6TH                          ST,,"(34.0423, -118.2452)",34.0423,-118.2452,90013
849,100111831,6/3/10,6/3/10,1530,1,Central,185,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1402,25,F,H,203.0,OTHER BUSINESS,,,AA,Adult Arrest,341.0,998.0,,,1100 S  LOS ANGELES                  ST,,"(34.0384, -118.2571)",34.0384,-118.2571,90014
850,100111846,6/4/10,6/2/10,1517,1,Central,124,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,421,0,F,W,725.0,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,200 N  MAIN                         ST,,"(34.0532, -118.2425)",34.0532,-118.2425,90013
851,100111847,6/4/10,6/2/10,1400,1,Central,163,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,66,M,W,507.0,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,341.0,,,,800 S  BROADWAY                     ST,,"(34.0438, -118.2547)",34.0438,-118.2547,90014
852,100111850,6/4/10,6/3/10,2030,1,Central,128,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,25,F,W,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,341.0,,,,300 E  2ND                          ST,,"(34.0493, -118.2418)",34.0493,-118.2418,90013
853,100111866,6/4/10,6/4/10,1015,1,Central,166,210,ROBBERY,416,48,M,W,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210.0,,,,7TH                          ST,SAN JULIAN                   ST,"(34.0407, -118.2468)",34.0407,-118.2468,90014
854,100111882,6/4/10,6/4/10,1300,1,Central,185,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,63,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,12TH,SANTEE,"(34.036, -118.2568)",34.036,-118.2568,90015
855,100111885,6/4/10,6/4/10,1630,1,Central,111,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,400 W  CESAR E CHAVEZ               AV,,"(34.0586, -118.2402)",34.0586,-118.2402,90012
856,100111887,6/4/10,6/4/10,2000,1,Central,192,440,THEFT PLAIN - PETTY ($950 & UNDER),344,0,M,W,101.0,STREET,,,IC,Invest Cont,440.0,,,,1500 S  HOPE                         ST,,"(34.0371, -118.2672)",34.0371,-118.2672,90015
857,100111888,6/4/10,6/4/10,1830,1,Central,111,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,400 W  CESAR E CHAVEZ               AV,,"(34.0586, -118.2402)",34.0586,-118.2402,90012
858,100111911,6/5/10,6/4/10,1600,1,Central,101,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,700    BERNARD                      ST,,"(34.0677, -118.2398)",34.0677,-118.2398,90012
859,100111931,6/5/10,6/5/10,1725,1,Central,157,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1601,31,F,B,503.0,HOTEL,,,IC,Invest Cont,740.0,,,,700 E  6TH                          ST,,"(34.0412, -118.2436)",34.0412,-118.2436,90013
860,100111946,6/6/10,6/5/10,2350,1,Central,161,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,JAMES M WOOD,FRANCISCO,"(34.0469, -118.2644)",34.0469,-118.2644,90017
861,100111953,6/6/10,6/6/10,1530,1,Central,174,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,39,M,H,108.0,PARKING LOT,,,IC,Invest Cont,341.0,,,,700 S  MAIN                         ST,,"(34.0439, -118.2514)",34.0439,-118.2514,90014
862,100111988,6/7/10,6/6/10,2350,1,Central,163,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 9999,28,M,H,108.0,PARKING LOT,,,AA,Adult Arrest,740.0,999.0,,,700 S  SPRING                       ST,,"(34.0445, -118.2523)",34.0445,-118.2523,90014
863,100112001,6/7/10,6/6/10,2300,1,Central,159,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1200 E  6TH                          ST,,"(34.0382, -118.2384)",34.0382,-118.2384,90013
864,100112051,6/7/10,6/7/10,1754,1,Central,164,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0325 0344,46,M,W,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,341.0,,,,100 E  6TH                          ST,,"(34.0453, -118.2499)",34.0453,-118.2499,90014
865,100112062,6/8/10,4/10/10,800,1,Central,182,310,BURGLARY,344,49,F,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,700 W  OLYMPIC                      BL,,"(34.0444, -118.2628)",34.0444,-118.2628,90015
866,100112066,6/8/10,6/8/10,1230,1,Central,111,510,VEHICLE - STOLEN,,0,,,104.0,DRIVEWAY,,,IC,Invest Cont,510.0,,,,800    CLEVELAND                    ST,,"(34.0635, -118.2416)",34.0635,-118.2416,90012
867,100112070,6/8/10,6/7/10,1530,1,Central,156,623,BATTERY POLICE (SIMPLE),0417 0917 1212 1402,31,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623.0,998.0,,,5TH,SAN JULIAN,"(34.0446, -118.245)",34.0446,-118.245,90013
868,100112079,6/8/10,6/8/10,745,1,Central,166,624,BATTERY - SIMPLE ASSAULT,416,36,F,H,504.0,OTHER RESIDENCE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,600 S  SAN PEDRO                    ST,,"(34.0423, -118.2452)",34.0423,-118.2452,90013
869,100112106,6/8/10,5/15/10,100,1,Central,157,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",416,48,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,600 S  SAN PEDRO                    ST,,"(34.0423, -118.2452)",34.0423,-118.2452,90013
870,100112108,6/9/10,6/4/10,1500,1,Central,134,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,0,M,H,108.0,PARKING LOT,,,IC,Invest Cont,745.0,,,,300 S  SPRING                       ST,,"(34.0503, -118.247)",34.0503,-118.247,90013
871,100112155,6/9/10,6/9/10,1545,1,Central,153,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,50,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341.0,,,,500 S  SPRING                       ST,,"(34.0474, -118.2496)",34.0474,-118.2496,90014
872,100112160,6/9/10,6/9/10,1945,1,Central,155,860,BATTERY WITH SEXUAL CONTACT,0400 0416 0500 0522,46,F,O,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860.0,,,,WALL                         ST,6TH                          ST,"(34.0435, -118.2471)",34.0435,-118.2471,90013
873,100112166,6/10/10,4/7/10,1000,1,Central,162,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,0,,,203.0,OTHER BUSINESS,,,IC,Invest Cont,668.0,,,,700 S  HOPE                         ST,,"(34.048, -118.2577)",34.048,-118.2577,90071
874,100112176,6/10/10,6/10/10,830,1,Central,122,901,VIOLATION OF RESTRAINING ORDER,0432 0602,52,M,B,725.0,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,901.0,,,,100 N  HILL                         ST,,"(34.0544, -118.2466)",34.0544,-118.2466,90071
875,100112185,6/10/10,5/18/10,200,1,Central,156,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,37,M,H,101.0,STREET,,,IC,Invest Cont,341.0,,,,5TH,SAN JULIAN,"(34.0446, -118.245)",34.0446,-118.245,90013
876,100112199,6/10/10,6/10/10,1730,1,Central,155,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,0,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,200 E  6TH                          ST,,"(34.0446, -118.249)",34.0446,-118.249,90014
877,100112202,6/10/10,6/10/10,2110,1,Central,166,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,MAPLE,6TH,"(34.0439, -118.2479)",34.0439,-118.2479,90014
878,100112207,6/10/10,6/10/10,2345,1,Central,153,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1402,0,M,H,102.0,SIDEWALK,,,AA,Adult Arrest,740.0,998.0,,,200 W  6TH                          ST,,"(34.046, -118.2509)",34.046,-118.2509,90014
879,100112217,6/10/10,6/10/10,1000,1,Central,135,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1501,0,M,X,710.0,OTHER PREMISE,,,IC,Invest Cont,930.0,946.0,,,200 S  MAIN                         ST,,"(34.051, -118.2445)",34.051,-118.2445,90013
880,100112236,6/11/10,5/25/10,1200,1,Central,162,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1403 1605,9,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341.0,,,,800 S  GRAND                        AV,,"(34.0459, -118.2579)",34.0459,-118.2579,90014
881,100112250,6/12/10,6/12/10,230,1,Central,119,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1607,40,M,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,800 N  ALAMEDA                      ST,,"(34.0563, -118.2374)",34.0563,-118.2374,90012
882,100112252,6/12/10,6/12/10,100,1,Central,111,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,600 N  HILL                         ST,,"(34.0591, -118.2412)",34.0591,-118.2412,90012
883,100112259,6/12/10,6/12/10,820,1,Central,165,624,BATTERY - SIMPLE ASSAULT,416,48,F,H,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,600    WALL                         ST,,"(34.0435, -118.2471)",34.0435,-118.2471,90013
884,100112263,6/12/10,6/12/10,1515,1,Central,155,946,OTHER MISCELLANEOUS CRIME,,0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,946.0,,,,500 S  LOS ANGELES                  ST,,"(34.0461, -118.2476)",34.0461,-118.2476,90013
885,100112266,6/12/10,6/11/10,2000,1,Central,111,510,VEHICLE - STOLEN,,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510.0,,,,600 N  HILL                         ST,,"(34.0591, -118.2412)",34.0591,-118.2412,90012
886,100112269,6/12/10,6/12/10,1630,1,Central,185,624,BATTERY - SIMPLE ASSAULT,0416 0429,44,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,SANTEE,OLYMPIC,"(34.0389, -118.255)",34.0389,-118.255,90014
887,100112273,6/12/10,6/12/10,1230,1,Central,152,330,BURGLARY FROM VEHICLE,0344 0358 1307 1609,34,F,O,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,FLOWER,WILSHIRE,"(34.0494, -118.2581)",34.0494,-118.2581,90071
888,100112285,6/12/10,6/12/10,300,1,Central,157,626,INTIMATE PARTNER - SIMPLE ASSAULT,0329 0416 2000,29,M,B,122.0,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,745.0,,,6TH,TOWNE,"(34.0408, -118.2428)",34.0408,-118.2428,90013
889,100112289,6/12/10,6/12/10,1600,1,Central,182,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,27,F,H,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,341.0,,,,1000 S  FLOWER                       ST,,"(34.0444, -118.2628)",34.0444,-118.2628,90015
890,100112307,6/14/10,6/13/10,2030,1,Central,128,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,100 S  ASTRONAUT                    AV,,"(34.0498, -118.24)",34.0498,-118.24,90013
891,100112309,6/13/10,6/13/10,2200,2,Rampart,219,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0311 0329 1402,0,M,O,102.0,SIDEWALK,,,IC,Invest Cont,740.0,,,,TEMPLE                       ST,BEAUDRY,"(34.0632, -118.2513)",34.0632,-118.2513,90012
892,100112312,6/13/10,6/13/10,2130,1,Central,192,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745.0,,,,1300 S  FLOWER                       ST,,"(34.0401, -118.2668)",34.0401,-118.2668,90015
893,100112313,6/13/10,6/12/10,1800,1,Central,176,310,BURGLARY,0324 0325 0344 0358 1609,0,M,H,404.0,DEPARTMENT STORE,,,IC,Invest Cont,310.0,,,,800 S  LOS ANGELES                  ST,,"(34.0419, -118.2523)",34.0419,-118.2523,90014
894,100112317,6/13/10,6/12/10,1500,1,Central,157,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1300,42,M,B,111.0,BUS-CHARTER/PRIVATE,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,500 S  SAN PEDRO                    ST,,"(34.0442, -118.2439)",34.0442,-118.2439,90013
895,100112321,6/14/10,6/14/10,100,1,Central,164,626,INTIMATE PARTNER - SIMPLE ASSAULT,416,0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",301.0,BELT FLAILING INSTRUMENT/CHAIN,IC,Invest Cont,626.0,,,,100 W  7TH                          ST,,"(34.0439, -118.2514)",34.0439,-118.2514,90014
896,100112337,6/10/10,6/9/10,1300,1,Central,119,900,VIOLATION OF COURT ORDER,1501,0,M,O,725.0,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,900.0,,,,400    BAUCHET                      ST,,"(34.0587, -118.233)",34.0587,-118.233,90012
897,100112363,6/14/10,6/13/10,2200,1,Central,101,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,51,M,O,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,900 W  COLLEGE                      ST,,"(34.0666, -118.245)",34.0666,-118.245,90012
898,100112364,6/14/10,6/12/10,900,1,Central,119,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1251,24,M,O,710.0,OTHER PREMISE,,,IC,Invest Cont,341.0,,,,800 N  ALAMEDA                      ST,,"(34.0563, -118.2374)",34.0563,-118.2374,90012
899,100112368,6/14/10,6/14/10,1420,1,Central,192,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,33,F,H,701.0,HOSPITAL,,,IC,Invest Cont,341.0,,,,1300 S  HOPE                         ST,,"(34.0395, -118.2656)",34.0395,-118.2656,90015
900,100112370,6/15/10,6/14/10,1650,1,Central,119,237,CHILD NEGLECT (SEE 300 W.I.C.),,2,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,237.0,,,,900 N  VIGNES                       ST,,"(34.0566, -118.2319)",34.0566,-118.2319,90012
901,100112371,6/15/10,6/14/10,1650,1,Central,119,237,CHILD NEGLECT (SEE 300 W.I.C.),,0,F,H,102.0,SIDEWALK,,,IC,Invest Cont,237.0,,,,900 N  VIGNES                       ST,,"(34.0566, -118.2319)",34.0566,-118.2319,90012
902,100112379,6/15/10,6/11/10,1800,1,Central,166,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,WALL                         ST,7TH                          AV,"(34.0419, -118.2485)",34.0419,-118.2485,90014
903,100112399,6/15/10,6/15/10,915,1,Central,162,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,56,F,W,503.0,HOTEL,,,IC,Invest Cont,341.0,,,,700 S  HOPE                         ST,,"(34.048, -118.2577)",34.048,-118.2577,90071
904,100112400,6/15/10,6/11/10,1315,1,Central,159,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,25,F,W,704.0,ELEMENTARY SCHOOL,,,IC,Invest Cont,341.0,,,,1600 E  7TH                          ST,,"(34.0349, -118.2374)",34.0349,-118.2374,90021
905,100112445,6/16/10,5/10/10,600,1,Central,156,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,5TH,SAN JULIAN,"(34.0446, -118.245)",34.0446,-118.245,90013
906,100112460,6/16/10,6/16/10,900,1,Central,151,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0377,51,F,K,503.0,HOTEL,,,IC,Invest Cont,341.0,,,,900    WILSHIRE                     BL,,"(34.0501, -118.2592)",34.0501,-118.2592,90071
907,100112493,6/17/10,6/16/10,1500,1,Central,181,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,41,M,A,713.0,CONVENTION CENTER,,,IC,Invest Cont,341.0,,,,1200 S  FIGUEROA                     ST,,"(34.0423, -118.2666)",34.0423,-118.2666,90015
